,Year,value,indicator,Country Code,Country Name,Region,Income Group,Lending Type
4332,2016,0.0690464054,NY.GDP.FRST.RT.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
4333,2017,0.059779133500000005,NY.GDP.FRST.RT.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
4334,2018,0.0766267322,NY.GDP.FRST.RT.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
4335,2019,0.0654077975,NY.GDP.FRST.RT.ZS,AUT,Austria,Europe & Central Asia,High income,Not classified
4336,2015,0.014486426200000001,NY.GDP.FRST.RT.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
4337,2016,0.0170701428,NY.GDP.FRST.RT.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
4338,2017,0.019223267000000002,NY.GDP.FRST.RT.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
4339,2018,0.0192364028,NY.GDP.FRST.RT.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
4340,2019,0.0186258327,NY.GDP.FRST.RT.ZS,AZE,Azerbaijan,Europe & Central Asia,Upper middle income,IBRD
4341,2015,0.0144469522,NY.GDP.FRST.RT.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
4342,2016,0.0172815699,NY.GDP.FRST.RT.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
4343,2017,0.0174706477,NY.GDP.FRST.RT.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
4344,2018,0.0130319917,NY.GDP.FRST.RT.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
4345,2019,0.011269859200000001,NY.GDP.FRST.RT.ZS,BHS,"Bahamas, The",Latin America & Caribbean ,High income,Not classified
4346,2015,0.0009441040000000001,NY.GDP.FRST.RT.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
4347,2016,0.0007146327,NY.GDP.FRST.RT.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
4348,2017,0.0008090036000000001,NY.GDP.FRST.RT.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
4349,2018,0.00038475,NY.GDP.FRST.RT.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
4350,2019,0.00044785180000000003,NY.GDP.FRST.RT.ZS,BHR,Bahrain,Middle East & North Africa,High income,Not classified
4351,2015,0.20947217580000002,NY.GDP.FRST.RT.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
4352,2016,0.2165616065,NY.GDP.FRST.RT.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
4353,2017,0.1612927908,NY.GDP.FRST.RT.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
4354,2018,0.0828251016,NY.GDP.FRST.RT.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
4355,2019,0.0821504569,NY.GDP.FRST.RT.ZS,BGD,Bangladesh,South Asia,Lower middle income,IDA
4356,2015,0.014047123000000002,NY.GDP.FRST.RT.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
4357,2016,0.0144453489,NY.GDP.FRST.RT.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
4358,2017,0.0142790551,NY.GDP.FRST.RT.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
4359,2018,0.013601622,NY.GDP.FRST.RT.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
4360,2019,0.010316276800000001,NY.GDP.FRST.RT.ZS,BRB,Barbados,Latin America & Caribbean ,High income,Not classified
4361,2015,0.7089608966000001,NY.GDP.FRST.RT.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
4362,2016,0.8725763156,NY.GDP.FRST.RT.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
4363,2017,1.04008039,NY.GDP.FRST.RT.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
4364,2018,1.1431492139000001,NY.GDP.FRST.RT.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
4365,2019,1.0210565749,NY.GDP.FRST.RT.ZS,BLR,Belarus,Europe & Central Asia,Upper middle income,IBRD
4366,2015,0.0195316787,NY.GDP.FRST.RT.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
4367,2016,0.0200320956,NY.GDP.FRST.RT.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
4368,2017,0.016587446500000002,NY.GDP.FRST.RT.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
4369,2018,0.0189338646,NY.GDP.FRST.RT.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
4370,2019,0.0163513104,NY.GDP.FRST.RT.ZS,BEL,Belgium,Europe & Central Asia,High income,Not classified
4371,2015,0.41947231500000004,NY.GDP.FRST.RT.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
4372,2016,0.4862202854,NY.GDP.FRST.RT.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
4373,2017,0.4453427849,NY.GDP.FRST.RT.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
4374,2018,0.3590759582,NY.GDP.FRST.RT.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
4375,2019,0.3058393224,NY.GDP.FRST.RT.ZS,BLZ,Belize,Latin America & Caribbean ,Lower middle income,IBRD
4376,2015,4.2469284985,NY.GDP.FRST.RT.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
4377,2016,4.4026126236,NY.GDP.FRST.RT.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
4378,2017,4.0398991771,NY.GDP.FRST.RT.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
4379,2018,2.3251286166,NY.GDP.FRST.RT.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
4380,2019,1.9172908855,NY.GDP.FRST.RT.ZS,BEN,Benin,Sub-Saharan Africa ,Lower middle income,IDA
4381,2015,0.0,NY.GDP.FRST.RT.ZS,BMU,Bermuda,North America,High income,Not classified
4382,2016,0.0,NY.GDP.FRST.RT.ZS,BMU,Bermuda,North America,High income,Not classified
4383,2017,0.0,NY.GDP.FRST.RT.ZS,BMU,Bermuda,North America,High income,Not classified
4384,2018,0.0,NY.GDP.FRST.RT.ZS,BMU,Bermuda,North America,High income,Not classified
4385,2019,0.0,NY.GDP.FRST.RT.ZS,BMU,Bermuda,North America,High income,Not classified
4386,2015,3.9638928315,NY.GDP.FRST.RT.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
4387,2016,4.4033911714,NY.GDP.FRST.RT.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
4388,2017,3.3056116211,NY.GDP.FRST.RT.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
4389,2018,1.9288736825,NY.GDP.FRST.RT.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
4390,2019,2.0825327692,NY.GDP.FRST.RT.ZS,BTN,Bhutan,South Asia,Lower middle income,IDA
4391,2015,0.4847370972,NY.GDP.FRST.RT.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
4392,2016,0.5513890909,NY.GDP.FRST.RT.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
4393,2017,0.47497405870000003,NY.GDP.FRST.RT.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
4394,2018,0.4991412787,NY.GDP.FRST.RT.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
4395,2019,0.40996211660000004,NY.GDP.FRST.RT.ZS,BOL,Bolivia,Latin America & Caribbean ,Lower middle income,IBRD
4396,2015,0.5661271449,NY.GDP.FRST.RT.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
4397,2016,0.5518469789,NY.GDP.FRST.RT.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
4398,2017,0.6231039753000001,NY.GDP.FRST.RT.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
4399,2018,0.5679501577,NY.GDP.FRST.RT.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
4400,2019,0.5462974931,NY.GDP.FRST.RT.ZS,BIH,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,IBRD
4401,2015,0.4236326945,NY.GDP.FRST.RT.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
4402,2016,0.40848302470000003,NY.GDP.FRST.RT.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
4403,2017,0.3791022946,NY.GDP.FRST.RT.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
4404,2018,0.2537442748,NY.GDP.FRST.RT.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
4405,2019,0.2078923226,NY.GDP.FRST.RT.ZS,BWA,Botswana,Sub-Saharan Africa ,Upper middle income,IBRD
4406,2015,0.6934990307000001,NY.GDP.FRST.RT.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
4407,2016,0.7989072197,NY.GDP.FRST.RT.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
4408,2017,0.7558728033000001,NY.GDP.FRST.RT.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
4409,2018,0.8191845164,NY.GDP.FRST.RT.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
4410,2019,0.6183057039000001,NY.GDP.FRST.RT.ZS,BRA,Brazil,Latin America & Caribbean ,Upper middle income,IBRD
4411,2015,0.0539996375,NY.GDP.FRST.RT.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
4412,2016,0.054479219700000005,NY.GDP.FRST.RT.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
4413,2017,0.0566926097,NY.GDP.FRST.RT.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
4414,2018,0.0651156542,NY.GDP.FRST.RT.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
4415,2019,0.0495185969,NY.GDP.FRST.RT.ZS,BRN,Brunei Darussalam,East Asia & Pacific,High income,Not classified
4416,2015,0.25580646900000004,NY.GDP.FRST.RT.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
4417,2016,0.23270432300000002,NY.GDP.FRST.RT.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
4418,2017,0.2665960389,NY.GDP.FRST.RT.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
4419,2018,0.24188994260000002,NY.GDP.FRST.RT.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
4420,2019,0.21889051650000002,NY.GDP.FRST.RT.ZS,BGR,Bulgaria,Europe & Central Asia,Upper middle income,IBRD
4421,2015,9.1966556938,NY.GDP.FRST.RT.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
4422,2016,8.96207684,NY.GDP.FRST.RT.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
4423,2017,8.2092076414,NY.GDP.FRST.RT.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
4424,2018,4.8449434067,NY.GDP.FRST.RT.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
4425,2019,4.0315901674,NY.GDP.FRST.RT.ZS,BFA,Burkina Faso,Sub-Saharan Africa ,Low income,IDA
4426,2015,15.3896221722,NY.GDP.FRST.RT.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
4427,2016,16.8973747607,NY.GDP.FRST.RT.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
4428,2017,15.7513290784,NY.GDP.FRST.RT.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
4429,2018,11.053504514,NY.GDP.FRST.RT.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
4430,2019,9.2127091142,NY.GDP.FRST.RT.ZS,BDI,Burundi,Sub-Saharan Africa ,Low income,IDA
4431,2015,0.7993970113000001,NY.GDP.FRST.RT.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
4432,2016,0.8070282091000001,NY.GDP.FRST.RT.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
4433,2017,0.711996309,NY.GDP.FRST.RT.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
4434,2018,0.3691491851,NY.GDP.FRST.RT.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
4435,2019,0.3143616524,NY.GDP.FRST.RT.ZS,CPV,Cabo Verde,Sub-Saharan Africa ,Lower middle income,Blend
4436,2015,1.8176865728,NY.GDP.FRST.RT.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
4437,2016,1.848763039,NY.GDP.FRST.RT.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
4438,2017,1.9357783685,NY.GDP.FRST.RT.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
4439,2018,0.8721035865000001,NY.GDP.FRST.RT.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
4440,2019,0.6838814146000001,NY.GDP.FRST.RT.ZS,KHM,Cambodia,East Asia & Pacific,Lower middle income,IDA
4441,2015,3.7333072651,NY.GDP.FRST.RT.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
4442,2016,3.8153008702,NY.GDP.FRST.RT.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
4443,2017,3.9710004556,NY.GDP.FRST.RT.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
4444,2018,2.9556027161,NY.GDP.FRST.RT.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
4445,2019,2.2905684291,NY.GDP.FRST.RT.ZS,CMR,Cameroon,Sub-Saharan Africa ,Lower middle income,Blend
4446,2015,0.0766940347,NY.GDP.FRST.RT.ZS,CAN,Canada,North America,High income,Not classified
4447,2016,0.07787097,NY.GDP.FRST.RT.ZS,CAN,Canada,North America,High income,Not classified
4448,2017,0.08631726690000001,NY.GDP.FRST.RT.ZS,CAN,Canada,North America,High income,Not classified
4449,2018,0.061567246400000004,NY.GDP.FRST.RT.ZS,CAN,Canada,North America,High income,Not classified
4450,2019,0.0772963696,NY.GDP.FRST.RT.ZS,CAN,Canada,North America,High income,Not classified
4451,2015,0.0,NY.GDP.FRST.RT.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
4452,2016,0.0,NY.GDP.FRST.RT.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
4453,2017,0.0,NY.GDP.FRST.RT.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
4454,2018,0.0,NY.GDP.FRST.RT.ZS,CYM,Cayman Islands,Latin America & Caribbean ,High income,Not classified
4455,2015,12.6332410305,NY.GDP.FRST.RT.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
4456,2016,12.9935024975,NY.GDP.FRST.RT.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
4457,2017,13.7767249408,NY.GDP.FRST.RT.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
4458,2018,10.7744758017,NY.GDP.FRST.RT.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
4459,2019,8.3494701449,NY.GDP.FRST.RT.ZS,CAF,Central African Republic,Sub-Saharan Africa ,Low income,IDA
4460,2015,5.6731887124,NY.GDP.FRST.RT.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
4461,2016,6.5126089569,NY.GDP.FRST.RT.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
4462,2017,6.6825854359,NY.GDP.FRST.RT.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
4463,2018,4.0670875404,NY.GDP.FRST.RT.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
4464,2019,3.3361633919,NY.GDP.FRST.RT.ZS,TCD,Chad,Sub-Saharan Africa ,Low income,IDA
4465,2015,0.7140983947,NY.GDP.FRST.RT.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4466,2016,0.743679191,NY.GDP.FRST.RT.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4467,2017,0.8929392926,NY.GDP.FRST.RT.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4468,2018,0.8020293332,NY.GDP.FRST.RT.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4469,2019,0.6916132343,NY.GDP.FRST.RT.ZS,CHL,Chile,Latin America & Caribbean ,High income,IBRD
4470,2015,0.0967511075,NY.GDP.FRST.RT.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4471,2016,0.1047769364,NY.GDP.FRST.RT.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4472,2017,0.12012141900000001,NY.GDP.FRST.RT.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4473,2018,0.0998953826,NY.GDP.FRST.RT.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4474,2019,0.0766232686,NY.GDP.FRST.RT.ZS,CHN,China,East Asia & Pacific,Upper middle income,IBRD
4475,2015,0.179013517,NY.GDP.FRST.RT.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4476,2016,0.1843376529,NY.GDP.FRST.RT.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4477,2017,0.15269153330000002,NY.GDP.FRST.RT.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4478,2018,0.1086460523,NY.GDP.FRST.RT.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4479,2019,0.0965728737,NY.GDP.FRST.RT.ZS,COL,Colombia,Latin America & Caribbean ,Upper middle income,IBRD
4480,2015,2.465839676,NY.GDP.FRST.RT.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4481,2016,2.5140698146,NY.GDP.FRST.RT.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4482,2017,2.3801384036,NY.GDP.FRST.RT.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4483,2018,1.4638514163,NY.GDP.FRST.RT.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4484,2019,1.2349326232,NY.GDP.FRST.RT.ZS,COM,Comoros,Sub-Saharan Africa ,Lower middle income,IDA
4485,2015,16.4736952914,NY.GDP.FRST.RT.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4486,2016,17.805199302,NY.GDP.FRST.RT.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4487,2017,17.2202882239,NY.GDP.FRST.RT.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4488,2018,9.0251499874,NY.GDP.FRST.RT.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4489,2019,7.0393315296,NY.GDP.FRST.RT.ZS,COD,"Congo, Dem. Rep.",Sub-Saharan Africa ,Low income,IDA
4490,2015,3.0548148654,NY.GDP.FRST.RT.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4491,2016,3.7552341477,NY.GDP.FRST.RT.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4492,2017,4.491251975,NY.GDP.FRST.RT.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4493,2018,3.8467679101,NY.GDP.FRST.RT.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4494,2019,3.1818960305,NY.GDP.FRST.RT.ZS,COG,"Congo, Rep.",Sub-Saharan Africa ,Lower middle income,Blend
4495,2015,1.1457921167,NY.GDP.FRST.RT.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4496,2016,1.2502865426,NY.GDP.FRST.RT.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4497,2017,1.1690762148,NY.GDP.FRST.RT.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4498,2018,0.9595390644,NY.GDP.FRST.RT.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4499,2019,0.7537662061,NY.GDP.FRST.RT.ZS,CRI,Costa Rica,Latin America & Caribbean ,Upper middle income,IBRD
4500,2015,2.0831182943,NY.GDP.FRST.RT.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4501,2016,2.1082330509,NY.GDP.FRST.RT.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4502,2017,2.034155223,NY.GDP.FRST.RT.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4503,2018,1.4102667442,NY.GDP.FRST.RT.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4504,2019,1.1030688843,NY.GDP.FRST.RT.ZS,CIV,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,IDA
4505,2015,0.2453152547,NY.GDP.FRST.RT.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
4506,2016,0.23120509600000003,NY.GDP.FRST.RT.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
4507,2017,0.3016026323,NY.GDP.FRST.RT.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
4508,2018,0.25252005720000004,NY.GDP.FRST.RT.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
4509,2019,0.2531895972,NY.GDP.FRST.RT.ZS,HRV,Croatia,Europe & Central Asia,High income,IBRD
4510,2015,0.09136341840000001,NY.GDP.FRST.RT.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4511,2016,0.0990302921,NY.GDP.FRST.RT.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4512,2017,0.09303109,NY.GDP.FRST.RT.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4513,2018,0.07740735750000001,NY.GDP.FRST.RT.ZS,CUB,Cuba,Latin America & Caribbean ,Upper middle income,Not classified
4514,2015,0.0,NY.GDP.FRST.RT.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
4515,2016,0.0,NY.GDP.FRST.RT.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
4516,2017,0.0,NY.GDP.FRST.RT.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
4517,2018,0.0,NY.GDP.FRST.RT.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
4518,2019,0.0,NY.GDP.FRST.RT.ZS,CUW,Curacao,Latin America & Caribbean ,High income,Not classified
4519,2015,0.0010028685,NY.GDP.FRST.RT.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4520,2016,0.0012170187,NY.GDP.FRST.RT.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4521,2017,0.0013090578,NY.GDP.FRST.RT.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4522,2018,0.0009541426,NY.GDP.FRST.RT.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4523,2019,0.0008149256000000001,NY.GDP.FRST.RT.ZS,CYP,Cyprus,Europe & Central Asia,High income,Not classified
4524,2015,0.16964276820000002,NY.GDP.FRST.RT.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
4525,2016,0.1834157288,NY.GDP.FRST.RT.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
4526,2017,0.21410737740000002,NY.GDP.FRST.RT.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
4527,2018,0.2494376975,NY.GDP.FRST.RT.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
4528,2019,0.3082583525,NY.GDP.FRST.RT.ZS,CZE,Czech Republic,Europe & Central Asia,High income,Not classified
4529,2015,0.0226080164,NY.GDP.FRST.RT.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
4530,2016,0.0202282756,NY.GDP.FRST.RT.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
4531,2017,0.0170182169,NY.GDP.FRST.RT.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
4532,2018,0.0186351657,NY.GDP.FRST.RT.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
4533,2019,0.015757781800000002,NY.GDP.FRST.RT.ZS,DNK,Denmark,Europe & Central Asia,High income,Not classified
4534,2015,0.6610107701,NY.GDP.FRST.RT.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4535,2016,0.4846849654,NY.GDP.FRST.RT.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4536,2017,0.5737066989,NY.GDP.FRST.RT.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4537,2018,0.2652481812,NY.GDP.FRST.RT.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4538,2019,0.2871049464,NY.GDP.FRST.RT.ZS,DJI,Djibouti,Middle East & North Africa,Lower middle income,IDA
4539,2015,0.0474446352,NY.GDP.FRST.RT.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4540,2016,0.0602584082,NY.GDP.FRST.RT.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4541,2017,0.056112340600000005,NY.GDP.FRST.RT.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4542,2018,0.034687942,NY.GDP.FRST.RT.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4543,2019,0.0317053416,NY.GDP.FRST.RT.ZS,DMA,Dominica,Latin America & Caribbean ,Upper middle income,Blend
4544,2015,0.0475531592,NY.GDP.FRST.RT.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4545,2016,0.0608852037,NY.GDP.FRST.RT.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4546,2017,0.05142216,NY.GDP.FRST.RT.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4547,2018,0.0362563039,NY.GDP.FRST.RT.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4548,2019,0.0341905135,NY.GDP.FRST.RT.ZS,DOM,Dominican Republic,Latin America & Caribbean ,Upper middle income,IBRD
4549,2015,0.3537429474,NY.GDP.FRST.RT.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4550,2016,0.404814901,NY.GDP.FRST.RT.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4551,2017,0.3791010848,NY.GDP.FRST.RT.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4552,2018,0.31653787170000003,NY.GDP.FRST.RT.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4553,2019,0.2657303348,NY.GDP.FRST.RT.ZS,ECU,Ecuador,Latin America & Caribbean ,Upper middle income,IBRD
4554,2015,0.2302299532,NY.GDP.FRST.RT.ZS,EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,IBRD
